"Luar biasa, perkembangan teknologi yang semakin kuat biasa akan meningkatkan efektivitas dan efisiensi dalam segala hal.",Ya,Ya ,"Ya, tentunya implementasi teknologi robotic, big data dan kecerdasan buatan akan semakin banyak digunakan terlebih setiap perusahaan pastinya menginginkan proses yang lebih efektif dan efisien dalam pengelolaan bisnisnya. ","Bisa jadi, tapi tentunya hal tersebut juga akan membuka peluang terciptanya pekerjaan baru. Oleh sebab itu, pengembangan kemampuan dan keahlian profesi akuntansi perlu diimbangi dengan kemajuan teknologi saat ini. "
society 5.0 memiliki kelebihan dan kekurangan kita sebagai mahasiswa akuntansi tentu harus tetap sejalan dengan sistem yang berkembang saat ini.,Iya,Iya,Iya,iya
sebuah era yang dapat membantu meningkatkan era digitalisasi ,berdampak ,tidak ,tidak,"tidak karena robotic itu hanya akan membantu dalam proses angka, namun tidak dalam membuat keputusan "
akan menjadi sebuah era yang dapat membantu meningkatkan digitalisasi dalam segala aspek kehidupan manusia ,berdampak,tidak,tidak,"tidak, karena robotic hanya akan membantu dalam proses mengerjakan yang lebih cepat, tetapi dalam mengambil keputusan tetap akan menggunakan kemampuan seorang akuntan"
Pendapat saya mengenai Society 5.0 merupakan era yg membuat dunia menjadi semakin maju di bidang teknologi,Iya pastinya akan berdampak terhadap semua bidang profesi,Iya ,"Iya pastinya perusahaan akan mengikuti perkembangan zaman utk menggunakan teknologi robotik, big data dan kecerdasan buatan meskipun biaya yg dikeluarkan relatif mahal tetapi itu merupakan investasi sejak dini yg dilakukan oleh perusahaan guna memangkas biaya2 yg dikeluarkan di masa mendatang. ",Iya pastinya tetapi tidak 100% akan tergeser karena bagaimanapun profesi akuntan tetap dibutuhkan. Mungkin memang semua dilakukan oleh robotic tapi pasti juga diawasi oleh profesi akuntan. Sehingga tidak menggeser 100%.
"Dengan munculnya big data, robotic, dan AI tentu hal ini membawa manfaat besar dalam kehidupan manusia. Hal-hal yang sebelumnya harus dilakukan secara manual atau setidaknya memerlukan manusia sebagai operator telah dapat dilakukan oleh mesin sehingga secara otomatis. Dengan demikian, manusia dapat berfokus kepada hal-hal lain yang dapat meningkatkan kualitas hidupnya.",Tentu saja hal ini akan berdampak pada semua bidang profesi karena setiap profesi pasti memiliki kegiatan yang berulang sehingga dapat diotomatisasi oleh sistem.,"Ya, profesi akuntansi tentu terdampak. Pekerjaan yang berulang kini dapat dilakukan oleh mesin atau aplikasi bahkan mungkin hasilnya akan lebih akurat dan pekerjaan dengan volume tinggi dapat lebih cepat diselesaikan.","Ya, dalam menyelesaikan pekerjaan tentu akan dipilih mana opsi yang lebih efisien. Menurut saya profesi akuntansi wajib memanfaat teknologi yang berkembang agar tidak tertinggal dengan profesi yang lain. ","Peranan dalam hal kegiatan atau aktivitas yang berulang atau repetitif tentu akan tergantikan oleh mesin. Namun, di sisi lain para akuntan akan memiliki lebih banyak waktu untuk hal lain khususnya dalam hal peningkatan kompetensi. Mesin tentu saja memiliki batasan di mana hal-hal yang bisa bisa diotomatisasi adalah yang sudah sering berlangsung. Demikian juga AI tentu memiliki batasan dalam hal analisis, AI belum dapat menggantikan peran manusia dalam analisis hal-hal baru yang belum pernah ada sebelumnya."
Merupakan suatu bukti dari kemajuan IPTEK saat ini,Pada beberapa bidang pekerjaan tertentu,Iya,Iya,Iya
Di satu sisi akan membantu kita untuk mempermudah pekerjaan serta penghematan biaya karena dapat mengurangi biaya tenaga kerja.,Ya karena seluruh teknologi tersebut akan lebih efisien atau bahkan lebih akurat dibandingkan hasil pekerjaan manusia.,"Iya, namun tidak sepenuhnya karena yang terdisurpsi yakni level pembukuan dan penyusunan.","Akan menjadi instrumen pembantu, namun tetap membutuhkan manusia dalam bentuk pengendalian dan pengawasannya.","Tentu tuntutan akan semakin tinggi akan penggunaan teknologi, jika akuntan tidak beradaptasi dan ikut menggunakan teknologi sebagai instrumen untuk membantu pekerjaannya, maka ia tentu akan kehilangan tempatnya."
Dengan adanya society 5.0 dapat mempermudah pekerjaan manusia dan lebih efisien,Berdampak ke beberapa profesi,Iya,Iya,"Tidak seluruhnya, tetapi mungkin pengurangan jumlah kebutuhan akuntan karena ada beberapa pekerjaan akuntan yang tidak bisa diganti dengan robotic"
dapat mempermudah pekerjaan manusia,iya,tidak semua hanya sebagian,"iya, tapi ada beberapa pekerjaan di bidang akuntansi yang tidak bisa digantikan",mungkin saja
Sangat memudahkan dan membantu pekerjaan disemua bidang terkhusus diakuntansi.,"Yes, karena mau tidak mau semua akan semakin mudah, bahkan tanpa disadari keserdasan buatan sudah sangat dicari orang yang ahli dalam pekerjaan tersebut. Untuk kebutuhan disemua lini pekerjaan, baik bisnis maupun pemerintahan",Yes,"Yes, yang sangat memudahkan penggunanya dan hasil output akan lebih kredibel.","Tidak, peran akuntan akan selalu dibutuhkan karena robotic hanya membantu tapi tidak bisa menyimpulkan keputusan yang tepat."
sangat memudahkan pekerjaan tapi ada kemungkinan menyebabkan pengangguran,iya,iya,iya,iya 
Menurut saya dengan memasuki era society 5.0 maka peran teknologi aman menjadi sangat besar dalam kehidupan sehari-hari. Dampak positif dan negatif juga dapat dirasakan. Dampak positif seperti kemudahan akses dan dan lainnya. Sementara itu dampak negatif berupa adanya ancaman disrupsi dalam berbagai bidang.,Menurut saya dampak tersebut belum terlalu besar karena peran manusia masih cukup penting seperti pengambilan keputusan ,Menurut saya belum terlalu terdampak karena akuntan masih memiliki peran besar dalam pengambilan keputusan ,"Iya, pemanfaatan teknologi akan sangat dibutuhkan karena memang membantu dalam pengumpulan data","Menurut saya tidak, karena sekali lagi peran manusia masih cukup penting. Mungkin keberadaan robotic hanya sebagai bantuan saja."
akan berdampak yang cukup besar terhadap dunia kerja ,Iya,Tidak ,Iya benar,Tidak
"Dengan adanya kemunculan tersebut dapat membantu mahasiswa dalam meresearch informasi yang dibutuhkan dengan waktu yang singkat, namun memberikan dampak negatif berupa sifat malas pada mahasiswa untuk mencari informasi yang d butuhkan pada sumber2 yang lebih terpercaya","Berdampak, dengan adanya kemajuan pada teknologi seperi itu dapat memberikan dampak positif pada berbagai profesi seperti mempermudah tugas dan tanggungjawab yang mereka terima namun di sisi lain profesi mereka juga dapat tersingkirkan jika tidak mampu bersaing dengan kemajuan teknologi","Tidak, karena ada analisis yang hanya bisa d lakukan oleh profesi akuntansi terutama seorang auditor. Karena seorang auditor dapat melihat kejujuran dari seorang manajemen yang memberikan informasi terkait perusahaan dengan insting manusia dan hal itu tidak bisa d lakukan oleh teknologi","Ya, dengan ada kemajuan teknologi maka seorang profesi akuntan akan berusaha untuk dapat bekerja berdampingan dengan teknologi yg semakin maju. Teknologi tsb dapat memberikan kemudahan dalam penyelesaian tugas dan tanggungjawab profesi akuntansi","Bisa jadi, jika profesi akuntansi tidak dapat bekerja berdampingan dengan teknologi maka profesi tsb dapat dengan mudah tergantikan"
"Pendapat saya terkait dengan society 5.0, era dimana munculnya big data, robotic, dan kecerdasan buatan adalah sesuatu yang sangat bagus tentunya karena membantu manusia dalam pekerjaannya sehingga memudahkan manusia. Pekerjaan bisa lebih terkontrol dan terorganisir dengan baik berkat adanya society 5.0  ",Menurut saya munculnya society 5.0 berdampak pada semua bidang profesi. Karena adanya society 5.0 mampu menjangkau semua bidang profesi.,"Menurut saya iya karena saat ini sudah terdapat teknologi yang membantu pekerjaan akuntan, yang awalnya manual bisa jadi otomatis. Namun tentu saja hal ini bisa berpotensi menggeser peran akuntan. ",Menurut saya iya karena bisa memberikan kemudahan dalam pekerjaan. ,Menurut saya iya tapi terdapat kemungkinan juga bahwa adanya robotic dan kecerdasan buatan bisa menciptakan lapangan pekerjaan yang baru. 
adanya society 5.0 dapat memberikan manusia kemudahan dan dapat memenuhi kebutuhannya.,"munculnya society 5.0 tentu saja berdampak pada semua bidang profesi. namun dampak tersebut juga bisa menjadi positif dan negatif bagi beberapa profesi. contohnya society 5.0 memudahkan pada beberapa profesi untuk memperoleh dan mengumpulkan data ataupun informasi sehingga memudahkan dalam mengambil keputusam. Tapi juga dapat berdampak negatif, contohnya pada para petani yang dapat tergantigan oleh robot canggih dalam menghasilkan padi.","iya, karena adanya kecanggihan teknologi dapat memudahan manusia dalam menginput data, memperoleh data atau informasi sehingga memudahkan dalam menentukan keputusan.",iya,"iya, profesi akuntansi akan tergeser akan keberadaannya robotic dan kecerdasan buatan meskipun tidak secara langsung"
Kondisi dimana tenaga manusia sudah tergeser dengan adanya teknologi ,Tentu saja,Iya apalagi software Microsoft Excell yang semakin komplit fungsinya,Iya,Iya
"semakin mempermudah pekerjaan manusia, namun juga berefek pada tenaga manusia yang akan tergantikan","yaa, sesuai penjelasan saya diatas",mungkin,mungkin,mungkin
sangat membantu disatu sisi karena membuat pekerjaan menjadi cepat namun disatu sisi juga membuat lapangan pekerjaan sebagian orang menghilang,tentu karena semakin canggih alat maka demakin sedikit tenaga manusia dibutuhkan,bisa jadi,tidak sepenuhnya karena meskipun secanggih apapun dalam hal akuntansi tetap membutuhkan cross cek manual dari tenaga ahli akuntansi ,bisa jadi
"Semakin berkembang nya zaman pasti perubahan akan terjadi, terutama perkembangan teknologi, teknologi dapat menjadi positif maupun negatif tergantung kitanya, saya sebagai orang yang hidup di zaman teknologi ini harus bisa mengambil hal positif dari teknologi nya saja dan membuang hal yang negatif","Iya sangat, karena semua profesi dapat terbantu dengan adanya teknologi dan bisa juga hilang karena adanya teknologi yang menggantikan posisi manusia itu sendiri","Iya, contohnya waktu dulu pembukuan menggunakan buku dan menulis manual tapi sekarang pembukuan bisa menggunakan aplikasi dan lebih mudah","Iya, karena lebih mudah juga dan meringankan pekerjaan akuntansi","Iya, kita sebagai manusia hanya bisa memasukkan data dan mengkontrol data tersebut "
Menurut saya itu bagus karena sebuah kemajuan yang berdampak pada munculnya pekerjaan baru,"Iya, karena secara langsung itu mempengaruhi beberapa bidang profesi, berdampak positif dan negatif",Tidak karena menurut saya profesi akuntansi masih membutuhkan seorang akuntan,Tentunya iya ,Tentunya iya jika ada inovasi baru oleh kecerdasan buatan dalam bidang akuntansi
"Era ini hadir di tengah-tengah masyarakat dengan mengusung konsep bahwa seluruh teknologi yang ada adalah bagian dari manusia itu sendiri. Artinya, kehadiran teknologi internet di tengah-tengah masyarakat tidak hanya berguna untuk berbagi informasi saja atau untuk menganalisis data saja.

Namun, seperti halnya fenomena lain yang ada sebelumnya tetapi sekarang mendapat banyak perhatian, model kerja hybrid, penggerak di balik era revolusi industri 5.0 bukanlah hal baru. Hanya saja mereka disesuaikan dengan Zeitgeist modern – dan dipercepat olehnya.

","Era 5.0 mengubah paradigma ini dan membawa revolusi, karena mengurangi penekanan pada teknologi dan mengasumsikan bahwa potensi kemajuan yang sebenarnya terletak pada kolaborasi antara manusia dan mesin.",Besarnya kemungkinan profesi akuntan tergantikan oleh robot ialah 95%. Besarnya presentase tersebut dikarenakan perkembangan Robotics and Data Analytics (Big Data) yang mengambil alih pekerjaan dasar yang dilakukan oleh akuntan. ,"Keadaan seperti ini memaksa kita harus bisa beradaptasi dengan teknologi untuk tetap bisa menjalankan aktivitas sehari-hari dengan tetap menerapkan protokol kesehatan yang berlaku, seperti memakai masker, menjaga jarak, dan mencuci tangan. Tak terkecuali pada seorang akuntan harus bisa tetap menjaga profesionalitasnya dalam menjalani pekerjaan , walaupun banyak kendala seorang akuntan harus memiliki sertifikasi, membuat orientasi tujuan, membuat manajemen waktu, dan selalu up to date untuk mendapatkan informasi terkini, terlebih lagi kini bermunculan inovasi-inovasi baru dalam bidang akuntan agar dapat membantu menyelesaikan pekerjaan dan menganalisis masalah dengan cepat, tepat, dan akurat.","Pada intinya, seorang akuntan harus bisa bertransformasi dan profesional terhadap revolusi, baik dari revolusi 1.0-5.0 yaitu dengan meningkatkan keahlian (soft skills) diberbagai bidang terutama akuntansi"
Lebih dapat memanfaatkan teknologi-teknologi yang ada dalam penerapan kehidupan sehari-hari sehingga tetap dapat mengikuti perkembangan teknologi tersebut dan tenaga dari manusia tetap bisa digunakan di masa mendatang.,"Tidak berdampak terhadap semua bidang profesi, tetapi sebagian besar akan terdampak.","Bisa saja, tetapi untuk dasar dari semua pemrosesan big data dan kecerdasan buatan lainnya tetap dibutuhkan suatu ilmu dari seorang akuntan. sehingga profesi akuntansi tetap sangat dibutuhkan.",50 : 50. Karena menurut saya kemampuan dari tenaga dengan basic akuntansi sendiri tetap akan memiliki kelebihan dibanding dengan teknologi robotic. Dan teknologi robotic itu tetap membutuhkan tenaga kerja manusia yang memang ahli dalam bidangnya.,"Tidak sepenuhnya akan tergeser, alasannya sama seperti jawaban pada pertanyaan lainnya, karena semua teknologi ini tetap akan dibuat dan dikendalikan oleh tenaga profesi akuntansi."
"Dalam satu sisi, dengan adanya big data, robotic, dan kecerdasan buatan akan memberikan kemudahan dalam melakukan aktivitas dan mempersingkat waktu pengerjaan suatu kegiatan. Namun di sisi lain dapat memunculkan sifat malas karena lebih banyak software yang menyediakan kemudahan. Selain itu, akan mulai terjadi pergeseran kebutuhan SDM pada suatu pekerjaan yang mana digantikan oleh teknologi. Pergeseran dimaksudkan bukan menggantikan, namun sebagian akan lebih menggunakan teknologi.","Tidak semua, tapi memang memberikan dampak pada sebagian besar profesi yang ada. Misalkan ojek online, dengan adanya perkembangan big data tersebut maka akan meningkatkan lowongan pekerjaan dan menambah profesi sebagai bapak ojol. Adapun bentuk dampak lain berupa berkurangnya SDM yang dibutuhkan dalam pencatatan akuntansi, yang dulunya misalkan masih terdapat profesi untuk mencatat piutang dan penerimaan kas secara terpisah, mencatat jurnal dan buku besar manual, sekarang dapat dilakukan dalam sebuah aplikasi realtime dan instan oleh 1 orang saja, misalkan dengan software Accurate/Myob.","Memang dapat dikatakan bahwa terdapat dampak yang signifikan, namun tidak menjadikan bahwa suatu tatanan akuntansi akan mengalami perubahan lompatan yang besar. Karena pemahaman akuntansi masih akan dibutuhkan dalam penyusunan software ataupun teknologi. ","Iya, karena semakin banyak yang membutuhkan sesuatu yg instan dan mudah.","Iya dapat lebih tergeser lagi, bahkan akhir-akhir ini sudah banyak tergantikannya profesi akuntansi."
"semakin hari semakin canggih, semua sudah memakai teknologi jadi menurut saya merupakan suatu inovasi yang baik untuk kedepannya",ya,ya,"fifty"" karena dasar dari pembuatan AI sendiri membutuhkan orang yang mahir dengan akuntansi","bisa jadi iya, tapi tenaga manusia masih tetap akan dibutuhkan. mungkin kedepannya akan ada konversi untuk menyesuaiakan pembelajaran dari kuliah dengan teknologi baru"
