"Menurut Anda, bagaimana pendapat anda tentang society 5.0 yang merupakan era munculnya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah muncunya society 5.0 berdampak pada semua bidang profesi akibat adanya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah profesi akuntansi merupakan salah satu bidang profesi yang terkena disrupsi?","Menurut Anda, apakah adanya disrupsi di bidang profesi akuntansi membuat profesi tersebut lebih banyak menggunakan teknologi robotic, big data dan kecerdasan buatan dalam aktifitasnya?","Menurut Anda, apakah adanya disrupsi membuat profesi akuntansi akan tergeser peranannya oleh robotic dan kecerdasan buatan dalam rentan waktu beberapa tahun kedepan?",Compound_Score,Sentiments
akan menjadi sebuah era yang dapat membantu meningkatkan digitalisasi dalam segala aspek kehidupan manusia ,berdampak,No,No,"no, because robotics will only help in a faster work process, but in making decisions you will still use the ability of an accountant",0.5859,Positif
Pendapat saya mengenai Society 5.0 merupakan era yg membuat dunia menjadi semakin maju di bidang teknologi,Iya pastinya akan berdampak terhadap semua bidang profesi,Can,"Iya pastinya perusahaan akan mengikuti perkembangan zaman utk menggunakan teknologi robotik, big data dan kecerdasan buatan meskipun biaya yg dikeluarkan relatif mahal tetapi itu merupakan investasi sejak dini yg dilakukan oleh perusahaan guna memangkas biaya2 yg dikeluarkan di masa mendatang. ","Yes, for sure, but not 100% will be shifted because after all, the accounting profession is still needed. Maybe it's all done by robotics but surely also supervised by the accounting profession. So it doesn't shift 100%.",0.7469,Positif
"Dengan munculnya big data, robotic, dan AI tentu hal ini membawa manfaat besar dalam kehidupan manusia. Hal-hal yang sebelumnya harus dilakukan secara manual atau setidaknya memerlukan manusia sebagai operator telah dapat dilakukan oleh mesin sehingga secara otomatis. Dengan demikian, manusia dapat berfokus kepada hal-hal lain yang dapat meningkatkan kualitas hidupnya.",Tentu saja hal ini akan berdampak pada semua bidang profesi karena setiap profesi pasti memiliki kegiatan yang berulang sehingga dapat diotomatisasi oleh sistem.,"Ya, profesi akuntansi tentu terdampak. Pekerjaan yang berulang kini dapat dilakukan oleh mesin atau aplikasi bahkan mungkin hasilnya akan lebih akurat dan pekerjaan dengan volume tinggi dapat lebih cepat diselesaikan.","Ya, dalam menyelesaikan pekerjaan tentu akan dipilih mana opsi yang lebih efisien. Menurut saya profesi akuntansi wajib memanfaat teknologi yang berkembang agar tidak tertinggal dengan profesi yang lain. ","The role in terms of activities or activities that are repetitive or repetitive will certainly be replaced by machines. However, on the other hand, accountants will have more time for other things, especially in terms of increasing competence. Machines, of course, have a limit where things that can be automated are things that have been happening for a long time. Likewise, AI certainly has limitations in terms of analysis, AI cannot replace the role of humans in analyzing new things that have never existed before.",0.6124,Positif
Merupakan suatu bukti dari kemajuan IPTEK saat ini,Pada beberapa bidang pekerjaan tertentu,Can,Can,Can,0.0,Netral
Di satu sisi akan membantu kita untuk mempermudah pekerjaan serta penghematan biaya karena dapat mengurangi biaya tenaga kerja.,Ya karena seluruh teknologi tersebut akan lebih efisien atau bahkan lebih akurat dibandingkan hasil pekerjaan manusia.,"Iya, namun tidak sepenuhnya karena yang terdisurpsi yakni level pembukuan dan penyusunan.","Akan menjadi instrumen pembantu, namun tetap membutuhkan manusia dalam bentuk pengendalian dan pengawasannya.","Of course the demand for the use of technology will be higher, if accountants do not adapt and use technology as an instrument to help their work, then they will certainly lose their place.",0.2263,Positif
Dengan adanya society 5.0 dapat mempermudah pekerjaan manusia dan lebih efisien,Berdampak ke beberapa profesi,Can,Can,"Not entirely, but maybe a reduction in the number of accountant needs because there are some accountant jobs that cannot be replaced with robotics",0.1154,Positif
dapat mempermudah pekerjaan manusia,can,tidak semua hanya sebagian,"iya, tapi ada beberapa pekerjaan di bidang akuntansi yang tidak bisa digantikan",may be,0.0,Netral
Sangat memudahkan dan membantu pekerjaan disemua bidang terkhusus diakuntansi.,"Yes, karena mau tidak mau semua akan semakin mudah, bahkan tanpa disadari keserdasan buatan sudah sangat dicari orang yang ahli dalam pekerjaan tersebut. Untuk kebutuhan disemua lini pekerjaan, baik bisnis maupun pemerintahan",Yes,"Yes, yang sangat memudahkan penggunanya dan hasil output akan lebih kredibel.","No, the role of an accountant will always be needed because robotics can only help but cannot make the right decisions.",0.2144,Positif
sangat memudahkan pekerjaan tapi ada kemungkinan menyebabkan pengangguran,can,can,can,can,0.0,Netral
Menurut saya dengan memasuki era society 5.0 maka peran teknologi aman menjadi sangat besar dalam kehidupan sehari-hari. Dampak positif dan negatif juga dapat dirasakan. Dampak positif seperti kemudahan akses dan dan lainnya. Sementara itu dampak negatif berupa adanya ancaman disrupsi dalam berbagai bidang.,Menurut saya dampak tersebut belum terlalu besar karena peran manusia masih cukup penting seperti pengambilan keputusan ,Menurut saya belum terlalu terdampak karena akuntan masih memiliki peran besar dalam pengambilan keputusan ,"Iya, pemanfaatan teknologi akan sangat dibutuhkan karena memang membantu dalam pengumpulan data","I don't think so, because once again the role of humans is still quite important. Maybe the existence of robotic only as an aid only.",0.2716,Positif
akan berdampak yang cukup besar terhadap dunia kerja ,Can,No,Iya benar,No,-0.296,Negatif
"Dengan adanya kemunculan tersebut dapat membantu mahasiswa dalam meresearch informasi yang dibutuhkan dengan waktu yang singkat, namun memberikan dampak negatif berupa sifat malas pada mahasiswa untuk mencari informasi yang d butuhkan pada sumber2 yang lebih terpercaya","Berdampak, dengan adanya kemajuan pada teknologi seperi itu dapat memberikan dampak positif pada berbagai profesi seperti mempermudah tugas dan tanggungjawab yang mereka terima namun di sisi lain profesi mereka juga dapat tersingkirkan jika tidak mampu bersaing dengan kemajuan teknologi","Tidak, karena ada analisis yang hanya bisa d lakukan oleh profesi akuntansi terutama seorang auditor. Karena seorang auditor dapat melihat kejujuran dari seorang manajemen yang memberikan informasi terkait perusahaan dengan insting manusia dan hal itu tidak bisa d lakukan oleh teknologi","Ya, dengan ada kemajuan teknologi maka seorang profesi akuntan akan berusaha untuk dapat bekerja berdampingan dengan teknologi yg semakin maju. Teknologi tsb dapat memberikan kemudahan dalam penyelesaian tugas dan tanggungjawab profesi akuntansi","It could be, if the accounting profession cannot work side by side with technology then the profession can be easily replaced",0.34,Positif
"Pendapat saya terkait dengan society 5.0, era dimana munculnya big data, robotic, dan kecerdasan buatan adalah sesuatu yang sangat bagus tentunya karena membantu manusia dalam pekerjaannya sehingga memudahkan manusia. Pekerjaan bisa lebih terkontrol dan terorganisir dengan baik berkat adanya society 5.0  ",Menurut saya munculnya society 5.0 berdampak pada semua bidang profesi. Karena adanya society 5.0 mampu menjangkau semua bidang profesi.,"Menurut saya iya karena saat ini sudah terdapat teknologi yang membantu pekerjaan akuntan, yang awalnya manual bisa jadi otomatis. Namun tentu saja hal ini bisa berpotensi menggeser peran akuntan. ",Menurut saya iya karena bisa memberikan kemudahan dalam pekerjaan. ,"I think yes, but there is also the possibility that robotics and artificial intelligence can create new jobs.",0.8248,Positif
adanya society 5.0 dapat memberikan manusia kemudahan dan dapat memenuhi kebutuhannya.,"munculnya society 5.0 tentu saja berdampak pada semua bidang profesi. namun dampak tersebut juga bisa menjadi positif dan negatif bagi beberapa profesi. contohnya society 5.0 memudahkan pada beberapa profesi untuk memperoleh dan mengumpulkan data ataupun informasi sehingga memudahkan dalam mengambil keputusam. Tapi juga dapat berdampak negatif, contohnya pada para petani yang dapat tergantigan oleh robot canggih dalam menghasilkan padi.","iya, karena adanya kecanggihan teknologi dapat memudahan manusia dalam menginput data, memperoleh data atau informasi sehingga memudahkan dalam menentukan keputusan.",can,"yes, the accounting profession will be displaced by the existence of robotics and artificial intelligence, although not directly",0.7003,Positif
Kondisi dimana tenaga manusia sudah tergeser dengan adanya teknologi ,Tentu saja,Iya apalagi software Microsoft Excell yang semakin komplit fungsinya,Can,Can,0.0,Netral
"semakin mempermudah pekerjaan manusia, namun juga berefek pada tenaga manusia yang akan tergantikan","yaa, sesuai penjelasan saya diatas",maybe,maybe,maybe,0.0,Netral
sangat membantu disatu sisi karena membuat pekerjaan menjadi cepat namun disatu sisi juga membuat lapangan pekerjaan sebagian orang menghilang,tentu karena semakin canggih alat maka demakin sedikit tenaga manusia dibutuhkan,it could be,tidak sepenuhnya karena meskipun secanggih apapun dalam hal akuntansi tetap membutuhkan cross cek manual dari tenaga ahli akuntansi ,it could be,0.0,Netral
"Semakin berkembang nya zaman pasti perubahan akan terjadi, terutama perkembangan teknologi, teknologi dapat menjadi positif maupun negatif tergantung kitanya, saya sebagai orang yang hidup di zaman teknologi ini harus bisa mengambil hal positif dari teknologi nya saja dan membuang hal yang negatif","Iya sangat, karena semua profesi dapat terbantu dengan adanya teknologi dan bisa juga hilang karena adanya teknologi yang menggantikan posisi manusia itu sendiri","Iya, contohnya waktu dulu pembukuan menggunakan buku dan menulis manual tapi sekarang pembukuan bisa menggunakan aplikasi dan lebih mudah","Iya, karena lebih mudah juga dan meringankan pekerjaan akuntansi","Yes, we humans can only enter data and control that data",0.4019,Positif
Menurut saya itu bagus karena sebuah kemajuan yang berdampak pada munculnya pekerjaan baru,"Iya, karena secara langsung itu mempengaruhi beberapa bidang profesi, berdampak positif dan negatif",Tidak karena menurut saya profesi akuntansi masih membutuhkan seorang akuntan,Tentunya iya ,Of course yes if there are new innovations by artificial intelligence in the field of accounting,0.7003,Positif
"Era ini hadir di tengah-tengah masyarakat dengan mengusung konsep bahwa seluruh teknologi yang ada adalah bagian dari manusia itu sendiri. Artinya, kehadiran teknologi internet di tengah-tengah masyarakat tidak hanya berguna untuk berbagi informasi saja atau untuk menganalisis data saja.

Namun, seperti halnya fenomena lain yang ada sebelumnya tetapi sekarang mendapat banyak perhatian, model kerja hybrid, penggerak di balik era revolusi industri 5.0 bukanlah hal baru. Hanya saja mereka disesuaikan dengan Zeitgeist modern – dan dipercepat olehnya.

","Era 5.0 mengubah paradigma ini dan membawa revolusi, karena mengurangi penekanan pada teknologi dan mengasumsikan bahwa potensi kemajuan yang sebenarnya terletak pada kolaborasi antara manusia dan mesin.",Besarnya kemungkinan profesi akuntan tergantikan oleh robot ialah 95%. Besarnya presentase tersebut dikarenakan perkembangan Robotics and Data Analytics (Big Data) yang mengambil alih pekerjaan dasar yang dilakukan oleh akuntan. ,"Keadaan seperti ini memaksa kita harus bisa beradaptasi dengan teknologi untuk tetap bisa menjalankan aktivitas sehari-hari dengan tetap menerapkan protokol kesehatan yang berlaku, seperti memakai masker, menjaga jarak, dan mencuci tangan. Tak terkecuali pada seorang akuntan harus bisa tetap menjaga profesionalitasnya dalam menjalani pekerjaan , walaupun banyak kendala seorang akuntan harus memiliki sertifikasi, membuat orientasi tujuan, membuat manajemen waktu, dan selalu up to date untuk mendapatkan informasi terkini, terlebih lagi kini bermunculan inovasi-inovasi baru dalam bidang akuntan agar dapat membantu menyelesaikan pekerjaan dan menganalisis masalah dengan cepat, tepat, dan akurat.","In essence, an accountant must be able to transform and be professional towards revolution, both from revolution 1.0-5.0, namely by increasing expertise (soft skills) in various fields, especially accounting",0.0,Netral
Lebih dapat memanfaatkan teknologi-teknologi yang ada dalam penerapan kehidupan sehari-hari sehingga tetap dapat mengikuti perkembangan teknologi tersebut dan tenaga dari manusia tetap bisa digunakan di masa mendatang.,"Tidak berdampak terhadap semua bidang profesi, tetapi sebagian besar akan terdampak.","Bisa saja, tetapi untuk dasar dari semua pemrosesan big data dan kecerdasan buatan lainnya tetap dibutuhkan suatu ilmu dari seorang akuntan. sehingga profesi akuntansi tetap sangat dibutuhkan.",50 : 50. Karena menurut saya kemampuan dari tenaga dengan basic akuntansi sendiri tetap akan memiliki kelebihan dibanding dengan teknologi robotic. Dan teknologi robotic itu tetap membutuhkan tenaga kerja manusia yang memang ahli dalam bidangnya.,"It will not be completely shifted, the reason is the same as the answers to other questions, because all of this technology will still be created and controlled by the accounting profession.",0.25,Positif
"Dalam satu sisi, dengan adanya big data, robotic, dan kecerdasan buatan akan memberikan kemudahan dalam melakukan aktivitas dan mempersingkat waktu pengerjaan suatu kegiatan. Namun di sisi lain dapat memunculkan sifat malas karena lebih banyak software yang menyediakan kemudahan. Selain itu, akan mulai terjadi pergeseran kebutuhan SDM pada suatu pekerjaan yang mana digantikan oleh teknologi. Pergeseran dimaksudkan bukan menggantikan, namun sebagian akan lebih menggunakan teknologi.","Tidak semua, tapi memang memberikan dampak pada sebagian besar profesi yang ada. Misalkan ojek online, dengan adanya perkembangan big data tersebut maka akan meningkatkan lowongan pekerjaan dan menambah profesi sebagai bapak ojol. Adapun bentuk dampak lain berupa berkurangnya SDM yang dibutuhkan dalam pencatatan akuntansi, yang dulunya misalkan masih terdapat profesi untuk mencatat piutang dan penerimaan kas secara terpisah, mencatat jurnal dan buku besar manual, sekarang dapat dilakukan dalam sebuah aplikasi realtime dan instan oleh 1 orang saja, misalkan dengan software Accurate/Myob.","Memang dapat dikatakan bahwa terdapat dampak yang signifikan, namun tidak menjadikan bahwa suatu tatanan akuntansi akan mengalami perubahan lompatan yang besar. Karena pemahaman akuntansi masih akan dibutuhkan dalam penyusunan software ataupun teknologi. ","Iya, karena semakin banyak yang membutuhkan sesuatu yg instan dan mudah.","Yes, it can be shifted even more, in fact, recently there have been many replacements for the accounting profession.",0.4019,Positif
